,Low 10,Decile 2,Decile 3,Decile 4,Decile 5,Decile 6,Decile 7,Decile 8,Decile 9,High 10
11/1/1951,1.04,1.05,1.05,1.06,1.05,1.04,1.06,1.07,1.07,1.05
12/1/1951,1.05,1.05,1.06,1.07,1.07,1.06,1.08,1.09,1.1,1.07
1/1/1952,1.06,1.06,1.07,1.09,1.09,1.07,1.09,1.12,1.12,1.09
2/1/1952,1.02,1.03,1.05,1.08,1.07,1.07,1.07,1.1,1.09,1.06
3/1/1952,1.04,1.06,1.07,1.11,1.1,1.1,1.1,1.14,1.13,1.11
4/1/1952,0.98,1.02,1.03,1.06,1.06,1.06,1.06,1.09,1.07,1.02
5/1/1952,1,1.04,1.06,1.08,1.08,1.09,1.09,1.12,1.1,1.05
6/1/1952,1.02,1.07,1.08,1.12,1.12,1.12,1.13,1.16,1.14,1.09
7/1/1952,1.02,1.07,1.1,1.14,1.14,1.13,1.14,1.17,1.15,1.11
8/1/1952,1.02,1.07,1.1,1.14,1.14,1.13,1.14,1.17,1.15,1.1
9/1/1952,0.98,1.04,1.08,1.12,1.12,1.12,1.14,1.15,1.15,1.09
10/1/1952,0.96,1.01,1.06,1.12,1.1,1.11,1.13,1.16,1.14,1.09
11/1/1952,1.01,1.07,1.1,1.17,1.15,1.17,1.19,1.23,1.21,1.17
12/1/1952,1.02,1.09,1.12,1.19,1.19,1.2,1.23,1.27,1.24,1.2
1/1/1953,1.06,1.11,1.14,1.22,1.22,1.23,1.25,1.31,1.26,1.22
2/1/1953,1.08,1.12,1.15,1.23,1.23,1.25,1.26,1.34,1.27,1.25
3/1/1953,1.06,1.1,1.14,1.23,1.23,1.23,1.25,1.33,1.26,1.21
4/1/1953,1.02,1.07,1.12,1.2,1.21,1.21,1.22,1.3,1.23,1.19
5/1/1953,1.01,1.06,1.12,1.22,1.21,1.22,1.23,1.32,1.24,1.21
6/1/1953,0.96,1.04,1.08,1.18,1.17,1.18,1.2,1.28,1.21,1.17
7/1/1953,0.97,1.06,1.1,1.2,1.19,1.21,1.23,1.3,1.22,1.19
8/1/1953,0.9,0.99,1.04,1.13,1.15,1.15,1.17,1.24,1.17,1.13
9/1/1953,0.86,0.96,1.03,1.12,1.13,1.15,1.16,1.24,1.18,1.14
10/1/1953,0.87,1,1.07,1.16,1.17,1.2,1.21,1.29,1.22,1.19
11/1/1953,0.89,1.01,1.09,1.17,1.21,1.22,1.24,1.33,1.26,1.23
12/1/1953,0.82,0.97,1.05,1.15,1.19,1.21,1.24,1.34,1.27,1.25
1/1/1954,0.93,1.07,1.14,1.24,1.28,1.29,1.31,1.39,1.32,1.3
2/1/1954,0.93,1.07,1.16,1.25,1.29,1.3,1.33,1.42,1.35,1.33
3/1/1954,0.95,1.1,1.18,1.27,1.31,1.34,1.38,1.46,1.41,1.41
4/1/1954,0.92,1.09,1.18,1.29,1.33,1.38,1.43,1.49,1.46,1.47
5/1/1954,0.98,1.15,1.25,1.33,1.38,1.43,1.49,1.54,1.5,1.53
6/1/1954,0.98,1.14,1.25,1.35,1.4,1.47,1.5,1.56,1.54,1.57
7/1/1954,1.07,1.23,1.34,1.44,1.49,1.56,1.6,1.68,1.64,1.7
8/1/1954,1.07,1.23,1.33,1.43,1.48,1.56,1.57,1.66,1.6,1.68
9/1/1954,1.11,1.27,1.37,1.49,1.54,1.62,1.64,1.75,1.68,1.78
10/1/1954,1.09,1.26,1.36,1.47,1.53,1.61,1.62,1.74,1.69,1.78
11/1/1954,1.2,1.37,1.47,1.57,1.65,1.75,1.8,1.91,1.87,1.97
12/1/1954,1.35,1.51,1.58,1.7,1.77,1.9,1.95,2.08,2.02,2.14
1/1/1955,1.37,1.52,1.6,1.72,1.78,1.92,1.99,2.08,2.06,2.23
2/1/1955,1.42,1.56,1.65,1.78,1.84,2,2.09,2.21,2.16,2.34
3/1/1955,1.4,1.57,1.66,1.78,1.83,2.01,2.09,2.19,2.2,2.38
4/1/1955,1.44,1.6,1.69,1.82,1.87,2.08,2.15,2.23,2.24,2.43
5/1/1955,1.43,1.62,1.7,1.84,1.88,2.09,2.18,2.24,2.25,2.46
6/1/1955,1.47,1.67,1.74,1.9,1.95,2.16,2.29,2.32,2.33,2.58
7/1/1955,1.49,1.7,1.76,1.91,1.98,2.17,2.3,2.32,2.38,2.54
8/1/1955,1.47,1.7,1.76,1.92,1.98,2.19,2.33,2.34,2.41,2.61
9/1/1955,1.46,1.69,1.75,1.89,1.95,2.18,2.29,2.34,2.38,2.63
10/1/1955,1.43,1.66,1.71,1.86,1.93,2.17,2.26,2.28,2.35,2.56
11/1/1955,1.5,1.72,1.77,1.95,2.03,2.28,2.39,2.43,2.52,2.76
12/1/1955,1.54,1.77,1.81,1.98,2.08,2.32,2.42,2.51,2.58,2.82
1/1/1956,1.52,1.74,1.79,1.97,2.04,2.28,2.34,2.46,2.52,2.69
2/1/1956,1.57,1.78,1.82,2.03,2.1,2.35,2.41,2.54,2.65,2.84
3/1/1956,1.59,1.86,1.89,2.13,2.22,2.46,2.55,2.7,2.85,3.04
4/1/1956,1.58,1.86,1.88,2.1,2.21,2.46,2.57,2.73,2.91,3.13
5/1/1956,1.51,1.78,1.83,2.03,2.15,2.37,2.47,2.58,2.74,3.02
6/1/1956,1.51,1.8,1.86,2.05,2.2,2.41,2.52,2.67,2.84,3.16
7/1/1956,1.53,1.86,1.92,2.1,2.28,2.53,2.63,2.79,2.98,3.35
8/1/1956,1.5,1.83,1.89,2.06,2.25,2.52,2.59,2.73,2.89,3.27
9/1/1956,1.43,1.77,1.83,2,2.2,2.44,2.49,2.63,2.74,3.15
10/1/1956,1.42,1.76,1.82,2.02,2.22,2.46,2.51,2.64,2.79,3.26
11/1/1956,1.38,1.76,1.81,2.01,2.23,2.48,2.54,2.69,2.83,3.36
12/1/1956,1.39,1.77,1.82,2.05,2.26,2.52,2.59,2.81,2.96,3.56
1/1/1957,1.45,1.8,1.84,2.05,2.27,2.54,2.57,2.79,2.87,3.52
2/1/1957,1.39,1.75,1.81,2.03,2.24,2.5,2.52,2.71,2.8,3.42
3/1/1957,1.4,1.77,1.86,2.07,2.31,2.58,2.57,2.77,2.85,3.52
4/1/1957,1.43,1.81,1.9,2.13,2.36,2.61,2.65,2.84,2.95,3.68
5/1/1957,1.46,1.87,1.93,2.17,2.4,2.67,2.71,2.87,3.04,3.79
6/1/1957,1.46,1.85,1.9,2.15,2.39,2.64,2.68,2.86,2.99,3.82
7/1/1957,1.45,1.86,1.92,2.17,2.4,2.67,2.7,2.89,2.98,3.8
8/1/1957,1.33,1.75,1.83,2.09,2.31,2.61,2.59,2.75,2.81,3.57
9/1/1957,1.23,1.62,1.74,1.99,2.21,2.49,2.49,2.65,2.68,3.33
10/1/1957,1.1,1.49,1.62,1.88,2.1,2.36,2.36,2.53,2.52,3.12
11/1/1957,1.13,1.5,1.62,1.89,2.12,2.4,2.4,2.62,2.62,3.26
12/1/1957,1,1.37,1.49,1.75,2.03,2.32,2.39,2.58,2.58,3.23
1/1/1958,1.21,1.57,1.68,1.95,2.28,2.52,2.56,2.77,2.73,3.41
2/1/1958,1.15,1.52,1.63,1.91,2.26,2.51,2.57,2.77,2.77,3.47
3/1/1958,1.2,1.59,1.71,1.95,2.33,2.57,2.65,2.85,2.86,3.66
4/1/1958,1.25,1.63,1.75,1.99,2.38,2.67,2.71,2.92,2.99,3.83
5/1/1958,1.31,1.7,1.83,2.06,2.48,2.79,2.79,3,3.09,3.96
6/1/1958,1.4,1.76,1.88,2.14,2.55,2.84,2.86,3.09,3.14,4.1
7/1/1958,1.54,1.91,2,2.28,2.7,2.99,2.98,3.18,3.23,4.2
8/1/1958,1.56,1.98,2.05,2.34,2.79,3.1,3.09,3.24,3.3,4.39
9/1/1958,1.69,2.09,2.16,2.48,2.93,3.24,3.23,3.36,3.47,4.6
10/1/1958,1.73,2.11,2.2,2.51,3.03,3.33,3.35,3.49,3.64,4.95
11/1/1958,1.78,2.2,2.29,2.61,3.12,3.45,3.5,3.63,3.82,5.3
12/1/1958,1.85,2.3,2.4,2.7,3.26,3.56,3.65,3.75,3.95,5.51
1/1/1959,1.91,2.39,2.5,2.81,3.41,3.76,3.82,3.89,4.07,5.74
2/1/1959,1.95,2.43,2.53,2.85,3.5,3.83,3.98,4.03,4.24,6.05
3/1/1959,1.95,2.44,2.54,2.88,3.54,3.88,4.04,4.1,4.28,6.23
4/1/1959,1.96,2.47,2.57,2.91,3.59,3.98,4.19,4.32,4.46,6.55
5/1/1959,1.96,2.48,2.6,2.9,3.66,4.01,4.28,4.35,4.5,6.59
6/1/1959,1.91,2.46,2.6,2.92,3.68,3.98,4.31,4.45,4.63,6.73
7/1/1959,1.98,2.54,2.65,3.01,3.76,4.07,4.45,4.62,4.86,6.88
8/1/1959,1.91,2.52,2.66,3.01,3.75,4.05,4.35,4.52,4.75,6.66
9/1/1959,1.83,2.37,2.54,2.89,3.59,3.87,4.16,4.29,4.56,6.37
10/1/1959,1.82,2.36,2.6,2.91,3.63,3.91,4.22,4.44,4.79,6.78
11/1/1959,1.84,2.38,2.61,2.95,3.68,3.94,4.34,4.48,4.9,7.06
12/1/1959,1.85,2.44,2.64,3.02,3.79,4.01,4.43,4.64,5.02,7.22
1/1/1960,1.81,2.38,2.56,2.94,3.66,3.92,4.2,4.36,4.74,6.76
2/1/1960,1.77,2.38,2.56,2.97,3.69,3.96,4.24,4.4,4.82,7.04
3/1/1960,1.67,2.32,2.51,2.9,3.59,3.92,4.16,4.33,4.76,6.82
4/1/1960,1.6,2.22,2.44,2.85,3.55,3.86,4.1,4.27,4.66,6.86
5/1/1960,1.62,2.22,2.45,2.87,3.63,3.9,4.21,4.38,4.85,7.33
6/1/1960,1.62,2.28,2.46,2.93,3.74,3.96,4.28,4.5,5.02,7.62
7/1/1960,1.58,2.27,2.41,2.89,3.69,3.91,4.22,4.42,4.93,7.29
8/1/1960,1.65,2.33,2.53,2.99,3.78,4.03,4.37,4.62,5.17,7.65
9/1/1960,1.5,2.15,2.38,2.8,3.59,3.79,4.19,4.37,4.93,7.1
10/1/1960,1.42,2.09,2.31,2.75,3.54,3.74,4.15,4.33,4.88,6.85
11/1/1960,1.46,2.17,2.38,2.84,3.67,3.91,4.34,4.61,5.11,7.43
12/1/1960,1.52,2.24,2.46,2.96,3.82,4.02,4.51,4.8,5.33,7.75
1/1/1961,1.71,2.51,2.7,3.21,4.12,4.26,4.83,5.12,5.69,8.04
2/1/1961,1.85,2.65,2.84,3.39,4.32,4.5,5.1,5.39,6,8.75
3/1/1961,1.95,2.74,2.95,3.52,4.54,4.66,5.3,5.65,6.35,9.44
4/1/1961,1.91,2.74,2.93,3.53,4.6,4.73,5.35,5.79,6.46,9.63
5/1/1961,2.03,2.86,3.09,3.7,4.75,4.91,5.57,6.05,6.73,9.82
6/1/1961,1.92,2.71,2.96,3.57,4.56,4.79,5.33,5.82,6.49,9.32
7/1/1961,1.9,2.74,3.03,3.6,4.64,4.88,5.45,5.86,6.54,9.47
8/1/1961,1.94,2.76,3.07,3.65,4.74,5.01,5.59,5.97,6.75,9.87
9/1/1961,1.85,2.65,2.95,3.56,4.66,4.92,5.5,5.81,6.58,9.6
10/1/1961,1.84,2.64,2.99,3.62,4.81,5.03,5.65,5.94,6.76,10.16
11/1/1961,1.94,2.73,3.1,3.78,5,5.25,5.89,6.24,7.15,10.9
12/1/1961,1.96,2.77,3.09,3.79,5.03,5.22,5.81,6.13,7.08,10.69
1/1/1962,1.97,2.78,3.08,3.83,5.04,5.22,5.74,6.03,6.93,10.28
2/1/1962,1.98,2.81,3.13,3.91,5.14,5.36,5.85,6.08,6.97,10.42
3/1/1962,1.91,2.77,3.1,3.89,5.15,5.33,5.88,6.15,6.94,10.4
4/1/1962,1.75,2.54,2.86,3.61,4.82,5.05,5.58,5.79,6.46,9.75
5/1/1962,1.53,2.29,2.59,3.29,4.37,4.69,5.06,5.24,5.81,8.66
6/1/1962,1.31,2.02,2.33,2.98,4.03,4.37,4.72,4.88,5.46,8.2
7/1/1962,1.44,2.15,2.43,3.14,4.22,4.7,5,5.16,5.84,8.74
8/1/1962,1.52,2.21,2.49,3.24,4.32,4.79,5.16,5.26,5.93,9.03
9/1/1962,1.38,2.03,2.3,3.04,4.05,4.53,4.97,5.03,5.73,8.56
10/1/1962,1.31,1.99,2.23,2.94,4,4.54,4.91,4.96,5.63,8.31
11/1/1962,1.6,2.37,2.59,3.36,4.54,5.08,5.45,5.47,6.21,9.17
12/1/1962,1.51,2.26,2.52,3.31,4.48,5.1,5.5,5.53,6.32,9.36
1/1/1963,1.67,2.46,2.76,3.55,4.84,5.46,5.85,5.9,6.72,10.03
2/1/1963,1.6,2.39,2.7,3.47,4.76,5.42,5.85,5.88,6.69,10.04
3/1/1963,1.6,2.42,2.76,3.51,4.88,5.52,6.05,6,6.86,10.39
4/1/1963,1.64,2.51,2.86,3.67,5.06,5.75,6.28,6.3,7.15,10.78
5/1/1963,1.7,2.59,2.93,3.79,5.17,5.93,6.49,6.53,7.4,11.26
6/1/1963,1.66,2.54,2.88,3.72,5.08,5.85,6.36,6.48,7.34,11.08
7/1/1963,1.63,2.53,2.83,3.69,5.05,5.83,6.27,6.43,7.31,11.01
8/1/1963,1.68,2.6,2.93,3.82,5.29,6.08,6.55,6.75,7.7,11.91
9/1/1963,1.65,2.59,2.9,3.82,5.23,6.04,6.47,6.59,7.58,11.81
10/1/1963,1.66,2.59,2.89,3.82,5.27,6.2,6.56,6.73,7.8,12.25
11/1/1963,1.6,2.56,2.86,3.79,5.2,6.15,6.52,6.67,7.73,12.04
12/1/1963,1.54,2.51,2.84,3.81,5.26,6.16,6.63,6.81,7.81,12
1/1/1964,1.61,2.58,2.95,3.91,5.37,6.34,6.85,7.07,7.95,12.42
2/1/1964,1.66,2.65,3.02,3.97,5.48,6.5,7.01,7.23,8.18,12.86
3/1/1964,1.68,2.73,3.15,4.09,5.66,6.69,7.23,7.46,8.46,13.28
4/1/1964,1.69,2.69,3.18,4.08,5.71,6.72,7.19,7.43,8.47,13.25
5/1/1964,1.66,2.7,3.2,4.12,5.74,6.82,7.31,7.52,8.6,13.58
6/1/1964,1.66,2.72,3.22,4.17,5.81,6.94,7.43,7.61,8.71,13.73
7/1/1964,1.71,2.78,3.33,4.3,6.03,7.17,7.64,7.83,9.01,14.06
8/1/1964,1.69,2.78,3.34,4.31,6,7.1,7.61,7.75,8.92,13.94
9/1/1964,1.76,2.85,3.54,4.47,6.16,7.26,7.89,8.08,9.24,14.61
10/1/1964,1.77,2.88,3.63,4.52,6.34,7.34,8.1,8.29,9.49,15.01
11/1/1964,1.72,2.87,3.66,4.57,6.44,7.35,8.22,8.28,9.52,15.01
12/1/1964,1.67,2.86,3.61,4.53,6.38,7.29,8.18,8.17,9.39,14.73
1/1/1965,1.85,3.06,3.83,4.77,6.76,7.78,8.72,8.66,9.98,15.87
2/1/1965,1.92,3.17,3.95,4.85,7,8.02,9.03,8.91,10.34,16.54
3/1/1965,1.95,3.25,3.99,4.91,6.97,8.02,9.08,9.07,10.49,16.95
4/1/1965,2.01,3.37,4.16,5.09,7.21,8.35,9.44,9.53,11.08,17.81
5/1/1965,1.98,3.33,4.12,5.05,7.12,8.32,9.42,9.53,11,17.96
6/1/1965,1.8,3.1,3.86,4.7,6.69,7.71,8.63,8.69,9.93,15.98
7/1/1965,1.81,3.14,3.95,4.81,6.87,7.88,8.88,9.05,10.39,16.81
8/1/1965,1.88,3.27,4.09,4.94,7.07,8.13,9.25,9.51,10.96,17.76
9/1/1965,1.89,3.31,4.19,5.08,7.24,8.3,9.58,9.9,11.5,18.49
10/1/1965,2.02,3.5,4.34,5.3,7.54,8.8,10.09,10.49,12.24,20.14
11/1/1965,2.09,3.64,4.4,5.46,7.81,9.24,10.71,10.91,13.05,22.01
12/1/1965,2.2,3.79,4.54,5.61,8.16,9.59,11.2,11.39,13.47,23.06
1/1/1966,2.38,4.01,4.7,5.85,8.62,10.11,11.85,12.05,14.54,25.21
2/1/1966,2.45,4,4.73,5.92,8.76,10.32,12.23,12.38,15.13,27.49
3/1/1966,2.44,3.95,4.66,5.86,8.62,10.16,12.17,12.22,14.9,27.73
4/1/1966,2.44,3.97,4.75,6.08,8.93,10.65,12.92,12.96,15.95,30.39
5/1/1966,2.24,3.75,4.51,5.76,8.29,9.84,11.8,11.81,14.22,25.83
6/1/1966,2.2,3.7,4.44,5.71,8.26,9.66,11.68,11.86,14.27,26.15
7/1/1966,2.15,3.7,4.39,5.65,8.15,9.45,11.52,11.63,14.04,25.61
8/1/1966,1.91,3.36,4.05,5.16,7.44,8.57,10.35,10.38,12.5,22.49
9/1/1966,1.88,3.33,4.02,5.07,7.36,8.44,10.16,10.13,12.24,21.91
10/1/1966,1.83,3.41,4.13,5.15,7.47,8.45,10.12,9.97,11.87,20.37
11/1/1966,1.92,3.5,4.16,5.21,7.6,8.78,10.39,10.23,12.56,22.32
12/1/1966,1.92,3.53,4.25,5.29,7.69,8.87,10.62,10.47,12.75,23.1
1/1/1967,2.48,4.24,5.08,6.08,8.92,10.01,11.94,11.75,14.53,26.58
2/1/1967,2.64,4.42,5.24,6.27,9.28,10.34,12.33,12.04,15.23,28.14
3/1/1967,2.76,4.65,5.52,6.65,9.83,10.78,13.22,12.7,16.23,30.64
4/1/1967,2.84,4.78,5.77,7,10.09,11.16,13.72,13.39,17.06,32.55
5/1/1967,2.81,4.79,5.78,6.96,10.14,10.94,13.43,13.44,16.8,32.02
6/1/1967,3.04,5.08,6.05,7.29,10.89,11.51,14.55,14.72,18.78,36.72
7/1/1967,3.38,5.55,6.52,7.78,11.63,12.45,15.88,15.94,20.15,39.96
8/1/1967,3.45,5.59,6.69,7.87,11.83,12.5,16.07,16.06,20.27,39.41
9/1/1967,3.61,5.81,7.02,8.19,12.58,13.21,17.1,17.12,22.24,42.53
10/1/1967,3.46,5.61,6.84,7.95,12.27,12.83,16.65,16.94,22.15,42.53
11/1/1967,3.48,5.56,6.9,7.9,12.13,12.9,16.84,17.04,21.99,42.63
12/1/1967,3.61,5.87,7.2,8.38,12.72,13.88,18.15,18.25,24.18,48.44
1/1/1968,3.66,5.91,7.41,8.5,13.18,14.26,18.6,18.74,24.76,49.81
2/1/1968,3.48,5.74,7.25,8.21,12.63,13.53,17.74,17.6,23.17,45.14
3/1/1968,3.39,5.69,7.13,8.17,12.59,13.4,17.39,17.51,23.1,44.86
4/1/1968,3.87,6.2,7.84,8.98,13.94,15.01,19.64,20.02,26.93,53.9
5/1/1968,4.16,6.49,8.38,9.62,14.86,16.13,21.18,21.79,29.91,62.37
6/1/1968,4.21,6.72,8.62,9.8,15.25,16.51,21.57,21.9,30.48,62.47
7/1/1968,3.98,6.55,8.43,9.44,15,16.17,21.11,21.34,29.58,61.01
8/1/1968,4.01,6.64,8.66,9.65,15.52,16.74,21.85,22.2,31.02,64.95
9/1/1968,4.34,7.06,9.24,10.14,16.37,17.57,23.01,23.71,33.26,71.19
10/1/1968,4.34,7.16,9.41,10.21,16.69,17.76,23.56,23.79,34.02,70.54
11/1/1968,4.68,7.63,10.15,10.86,18.15,18.93,25.07,25.18,36.43,76.65
12/1/1968,4.6,7.64,10.1,10.96,18.3,19.16,25.34,25.35,36.87,77.34
1/1/1969,4.55,7.68,10.13,10.88,18.32,18.98,25.23,25.16,36.9,76.72
2/1/1969,4.08,7.15,9.5,10.14,17.05,17.59,23.1,23.02,33.66,68.17
3/1/1969,4.06,7.13,9.55,10.17,17.2,17.8,23.65,23.73,34.84,71.68
4/1/1969,4.02,7.15,9.52,10.18,17.13,18.05,23.87,23.87,35.23,72.29
5/1/1969,3.96,7.17,9.49,10.16,17.43,18.06,23.83,24.03,35.26,74.08
6/1/1969,3.42,6.3,8.45,9.09,15.72,16.47,21.48,21.75,31.36,63.89
7/1/1969,2.99,5.57,7.65,8.4,14.62,15.25,19.84,19.88,28.44,57.37
8/1/1969,3.14,5.82,8.02,8.68,15.15,15.83,20.68,20.86,30.33,62.15
9/1/1969,3,5.6,7.76,8.48,14.86,15.39,20.29,20.36,30,61.57
10/1/1969,3.46,6.21,8.53,9.11,15.97,16.59,21.67,21.76,32.21,65.87
11/1/1969,3.15,5.76,7.94,8.7,14.97,15.61,20.68,20.99,31.2,64.35
12/1/1969,2.75,5.18,7.26,7.94,13.97,14.77,19.94,20.18,30.6,62.98
1/1/1970,2.73,5.13,7.07,7.64,13.31,13.93,18.98,18.94,28.28,58.98
2/1/1970,2.81,5.3,7.39,7.97,13.98,14.62,19.91,20,30.05,61.42
3/1/1970,2.7,5.15,7.26,7.87,13.88,14.63,19.71,19.81,29.28,58.23
4/1/1970,2.14,4.24,6.05,6.67,11.91,12.85,17.56,17.04,24.81,47.94
5/1/1970,1.98,3.84,5.53,6.08,10.64,11.65,16.13,15.37,22.57,43.33
6/1/1970,1.74,3.42,5.03,5.68,9.95,10.88,15.21,14.69,22.07,42.46
7/1/1970,1.81,3.59,5.37,6.08,10.61,11.62,16.31,15.66,23.44,44.6
8/1/1970,1.98,3.92,5.72,6.49,11.18,12.26,17.1,16.34,24.13,45.85
9/1/1970,2.45,4.62,6.56,7.28,12.27,13.13,18.07,17.22,25.39,49.4
10/1/1970,2.12,4.11,6.07,6.96,11.78,12.95,17.8,16.96,25.54,48.91
11/1/1970,2.01,4.04,6.02,6.99,12.01,13.26,18.45,17.72,26.63,50.98
12/1/1970,2.14,4.42,6.52,7.6,13.18,14.57,20.04,19.08,28.58,54.42
1/1/1971,2.6,5.24,7.72,8.64,14.46,16.07,21.86,20.56,30.58,58.25
2/1/1971,2.83,5.47,8.05,8.95,15,16.59,22.43,20.97,31.23,61.44
3/1/1971,2.98,5.79,8.53,9.57,15.73,17.54,23.18,22.26,32.79,65.67
4/1/1971,3.01,5.92,8.83,9.88,16.16,17.88,23.78,23,34.2,67.59
5/1/1971,2.8,5.62,8.38,9.35,15.28,17.13,22.78,21.75,32.6,65.12
6/1/1971,2.67,5.47,8.23,9.09,15.06,16.87,22.41,21.5,32.69,65.68
7/1/1971,2.49,5.26,7.95,8.71,14.33,16.07,21.26,20.2,30.51,60.65
8/1/1971,2.52,5.37,8.06,9.01,14.95,16.99,22.45,21.33,32.22,65.26
9/1/1971,2.42,5.31,7.88,8.94,14.74,17.07,22.34,21.39,32.39,66.71
10/1/1971,2.24,4.99,7.41,8.54,14.05,16.16,21.04,20.23,30.57,63.01
11/1/1971,2.13,4.77,7.11,8.31,13.68,15.74,20.42,19.79,29.85,61.55
12/1/1971,2.42,5.37,7.91,9.23,15.17,17.57,22.57,22.18,33.11,69.43
1/1/1972,2.83,5.99,8.86,9.98,16.61,18.89,24.31,23.93,36.12,76.33
2/1/1972,2.96,6.25,8.97,10.25,17.13,19.46,25.96,25.05,37.79,81.03
3/1/1972,2.9,6.22,8.91,10.34,17.2,19.53,26.1,25.06,38.09,82.14
4/1/1972,2.81,6.25,8.81,10.38,17.31,19.57,26.38,25.27,38.76,84.36
5/1/1972,2.68,6.07,8.53,10.13,17,19.19,26.05,24.87,38.84,85.06
6/1/1972,2.54,5.83,8.25,9.83,16.61,18.62,25.12,23.97,37.66,82.75
7/1/1972,2.41,5.64,8.01,9.58,16.19,18.17,24.72,23.28,36.9,80.22
8/1/1972,2.43,5.85,8.2,9.88,16.49,18.53,24.87,23.53,37.37,79.04
9/1/1972,2.3,5.62,7.99,9.69,16.08,17.83,24.29,22.8,36.37,77.08
10/1/1972,2.22,5.47,7.94,9.62,16.07,17.64,24.39,22.39,35.95,76.24
11/1/1972,2.33,5.79,8.46,10.21,16.91,18.54,25.75,23.26,37.67,78.65
12/1/1972,2.18,5.55,8.19,10.01,16.57,18.16,25.64,23.11,37.62,79.88
1/1/1973,2.08,5.36,7.86,9.67,15.98,17.38,24.7,21.97,36.3,76.56
2/1/1973,1.9,4.91,7.22,9.04,15.07,16.43,23.13,20.65,33.81,69.94
3/1/1973,1.81,4.73,7.03,8.82,14.61,15.96,22.48,20.28,33.37,70.71
4/1/1973,1.59,4.29,6.48,8.18,13.57,15.06,21.64,19.57,31.97,67.05
5/1/1973,1.4,3.82,5.78,7.34,12.6,13.92,20.4,18.8,30.89,64.51
6/1/1973,1.31,3.62,5.57,7.13,12.16,13.67,19.87,18.73,30.36,63.58
7/1/1973,1.57,4.21,6.37,8,13.78,14.96,21.64,20.05,31.52,68.42
8/1/1973,1.42,3.88,6.05,7.6,13.22,14.48,20.95,19.57,31.05,67.59
9/1/1973,1.55,4.25,6.62,8.38,14.49,15.97,22.71,21.01,33.44,73.43
10/1/1973,1.5,4.2,6.52,8.44,14.61,16.02,22.91,21.07,34.41,77.04
11/1/1973,1.14,3.3,5.19,6.91,12.08,13.62,19.53,18.15,29.03,66.22
12/1/1973,1.01,2.99,4.91,6.58,11.76,13.32,19.35,18.29,30.32,70.68
1/1/1974,1.27,3.59,5.68,7.4,13.26,14.77,20.83,19.74,32.31,73.76
2/1/1974,1.26,3.63,5.78,7.5,13.52,14.85,20.92,20.1,32.5,73.59
3/1/1974,1.29,3.75,5.89,7.56,13.67,14.89,20.83,20.08,32.21,71.31
4/1/1974,1.2,3.52,5.58,7.2,12.91,14.11,19.85,19.3,30.84,67.55
5/1/1974,1.1,3.25,5.16,6.7,12.05,13.23,18.69,17.99,28.72,62.24
6/1/1974,1.06,3.1,4.97,6.48,11.67,12.87,18.06,17.59,28.17,61.35
7/1/1974,0.98,2.93,4.72,6.14,11.11,12.3,17.02,16.75,26.84,58.8
8/1/1974,0.88,2.67,4.29,5.64,10.19,11.19,15.76,15.59,24.93,55.52
9/1/1974,0.78,2.44,3.9,5.23,9.37,10.4,14.59,14.62,23.36,51.13
10/1/1974,0.85,2.66,4.27,5.75,10.2,11.13,15.87,15.88,25.24,57.71
11/1/1974,0.78,2.49,4.05,5.44,9.72,10.55,15.18,15.27,24.51,56.24
12/1/1974,0.7,2.23,3.71,5.05,8.91,9.82,14.23,14.3,22.98,53.11
1/1/1975,1.02,3.04,5.05,6.56,11.56,12.44,17.75,17.48,28.31,62.83
2/1/1975,1.08,3.26,5.34,6.9,12.25,13.04,18.84,18.38,29.59,66.55
3/1/1975,1.24,3.6,5.84,7.29,12.87,13.88,19.88,19.42,31.69,71.47
4/1/1975,1.27,3.69,6.05,7.44,13.26,14.3,20.57,20.15,33.33,76.37
5/1/1975,1.39,3.97,6.52,7.97,14.14,15.14,21.8,21.59,36.09,82.55
6/1/1975,1.52,4.23,7.01,8.51,15.12,16.42,23.28,23.05,38.37,88.11
7/1/1975,1.53,4.26,6.99,8.44,14.94,15.92,22.56,22.77,37.31,86.45
8/1/1975,1.45,4.06,6.72,8.07,14.25,15.11,21.4,21.66,35.22,82.41
9/1/1975,1.39,3.91,6.49,7.76,13.72,14.66,20.7,20.75,33.67,79.5
10/1/1975,1.38,3.96,6.61,7.94,14.06,15.08,21.31,21.24,34.66,81.79
11/1/1975,1.39,4.03,6.71,8.13,14.37,15.4,21.93,21.73,35.49,84.05
12/1/1975,1.39,4.05,6.7,8.09,14.24,15.34,21.85,21.44,35.19,82.58
1/1/1976,1.62,4.74,7.9,9.65,17.07,18.37,26.58,25.52,42.77,101.89
2/1/1976,1.88,5.29,8.7,10.45,18.61,19.81,29.01,28.04,46.66,112.5
3/1/1976,1.92,5.4,8.8,10.56,18.9,20.4,29.73,28.81,47.88,114.96
4/1/1976,1.92,5.39,8.74,10.58,18.75,20.42,29.42,28.7,47.55,112.81
5/1/1976,1.91,5.34,8.62,10.44,18.55,20.22,28.73,28,46.16,107.68
6/1/1976,1.94,5.49,8.96,10.74,19.16,20.74,29.58,28.81,47.96,110.78
7/1/1976,1.95,5.5,9.01,10.79,19.3,20.82,29.77,29,47.84,110.77
